qIndigenous,qProvince,qArea,q0,q1,q2,q3,q4,q5_A,q5_B,q6_A,q6_B,q7_A,q7_B,q8_A,q8_B,q9_A,q9_B,q10_A,q10_B,q11_A,q11_B,q12_A,q12_B,q13_A,q13_B,q14_A,q14_B,q15_A,q15_B,q16_A,q16_B,q18_A,q18_B,q19_A,q19_B,q20_A,q20_B,q21_A,q21_B,q22_A,q22_B,q26
No,Ontario,Urban,"London, ON",North Middlesex Distinct Highschool,12,14,Female,4,4,3,3,3,3,4,4,4,4,3,3,2,2,2,3,2,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,2,2,4
No,Ontario,Urban,"London, ON",North Middlesex Distinct Highschool,12,14,Female,4,4,4,4,5,5,2,4,4,4,3,4,2,4,1,2,4,4,3,4,1,2,2,3,3,3,2,3,2,3,1,1,1,1,4
No,Ontario,Urban,"London, ON",North Middlesex Distinct Highschool,12,15,Female,5,5,4,4,2,4,3,5,3,4,3,4,2,3,1,2,3,4,3,4,1,3,4,5,3,4,3,4,2,3,3,4,1,1,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,11,14,Female,5,5,5,5,5,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,12,15,Female,5,5,5,5,4,4,4,5,3,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,3,2,2,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,12,14,Female,5,5,5,5,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,4,5,3,4,2,2,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,11,14,Female,3,5,2,4,5,5,1,5,2,3,4,5,2,5,5,5,2,4,4,5,1,5,1,4,4,5,2,4,3,4,4,5,1,5,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,9,14,Female,4,5,5,5,2,1,1,1,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,9,14,Female,4,4,4,4,4,5,3,4,2,2,4,4,3,4,3,4,5,5,5,5,1,1,4,4,5,5,3,3,2,2,3,3,3,3,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,11,14,Male,5,4,5,5,5,4,4,5,3,4,4,4,5,5,5,5,4,4,4,4,5,5,4,4,5,5,3,3,3,4,3,3,4,4,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,9,14,Male,5,5,5,5,3,5,4,4,3,4,4,5,4,5,4,5,4,5,5,5,3,5,4,5,5,5,3,4,4,4,3,3,4,4,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,10,15,Female,5,Missing,5,Missing,4,Missing,3,Missing,3,Missing,5,Missing,4,Missing,5,Missing,5,Missing,5,Missing,4,Missing,3,Missing,5,Missing,4,Missing,3,Missing,4,Missing,2,Missing,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,9,14,Male,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,4,4,4,4,4,2,3,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,9,15,Female,5,5,5,5,4,5,3,4,3,4,5,5,4,5,4,5,4,5,4,5,3,4,4,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,9,15,Female,3,4,4,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,5,5,4,5,4,5,2,3,1,2,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,9,15,Male,3,5,3,4,4,5,4,5,2,4,3,4,4,5,4,5,4,5,3,5,3,4,3,5,1,1,3,5,3,4,3,4,3,5,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,11,14,Female,4,5,4,4,4,5,3,5,3,4,4,4,3,4,4,4,3,4,4,5,4,4,3,4,5,5,3,4,3,4,3,3,2,2,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,12,15,Female,5,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,10,14,Other,3,4,2,4,2,5,3,5,1,2,2,4,2,3,3,4,1,4,2,4,3,3,2,4,5,5,2,3,3,4,1,2,2,2,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,11,15,Female,5,5,5,5,5,5,3,3,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,12,14,Male,5,5,5,5,5,5,3,5,5,5,5,5,3,4,1,2,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1,1,1,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,11,15,Female,4,4,5,5,2,3,4,5,4,4,4,5,4,5,4,4,5,5,5,5,4,5,3,4,5,5,4,4,4,4,3,4,2,3,4
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,12,15,Female,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,5,5,5,3,3,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,9,15,Male,4,4,3,3,2,3,3,4,3,4,2,4,2,3,3,4,4,5,4,4,3,4,5,5,5,5,3,3,3,3,3,3,2,3,5
No,Ontario,Urban,"London, ON",Central Elgin Colligate Institute,10,14,Male,4,5,3,4,2,4,3,4,2,3,3,3,4,2,4,2,4,3,4,3,4,3,4,5,5,5,2,3,3,3,3,3,3,4,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,16,Male,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,15,Other,4,4,3,3,4,5,4,4,2,3,3,4,1,4,4,4,4,4,5,5,2,2,4,4,5,5,2,3,3,4,3,3,2,2,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,15,Male,5,5,5,5,3,2,3,2,3,3,4,4,2,3,4,4,4,4,5,5,3,3,4,4,3,4,4,4,4,4,2,2,1,1,3
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,15,Male,5,2,5,3,5,Missing,5,Missing,5,2,5,2,3,3,Missing,Missing,4,3,2,3,3,3,3,Missing,2,Missing,2,1,2,2,3,2,3,2,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,Missing,Male,5,2,5,5,2,2,1,1,4,4,3,4,2,3,1,3,1,1,4,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,3
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,15,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1,1,1,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,15,Male,5,5,5,5,4,2,2,2,5,Missing,3,4,3,4,4,5,5,5,4,5,2,3,3,4,4,3,4,4,4,4,3,1,1,1,3
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,15,Female,4,4,4,4,2,2,1,1,4,4,4,5,4,5,4,5,4,5,5,Missing,3,3,5,5,5,5,4,4,3,3,2,2,1,1,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,17,Female,5,5,4,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,3,3,3,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,15,Female,5,5,5,5,5,5,3,5,3,3,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,2,2,1,1,1,1,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,Missing,Male,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,3,3,3,3,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,15,Female,5,5,5,5,3,5,4,5,4,4,2,4,3,4,5,5,4,4,4,5,3,3,5,5,5,5,2,4,3,5,3,4,2,4,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,14,Female,5,5,4,4,3,5,1,1,4,4,3,4,2,4,2,4,2,3,4,5,2,2,3,3,3,4,2,4,2,2,3,3,1,2,3
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,15,Female,5,5,4,4,3,5,2,2,4,4,4,4,3,3,3,4,3,3,4,4,1,1,4,4,4,4,3,4,4,4,3,3,1,2,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,14,Male,3,5,4,5,4,5,3,4,2,3,3,5,2,4,1,4,2,5,4,5,1,5,3,4,5,Missing,3,4,2,3,2,4,2,3,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,15,Female,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,2,2,1,1,1,1,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,15,Male,4,4,2,2,4,4,3,3,2,2,3,3,5,5,3,3,5,5,4,4,3,3,4,4,5,5,4,4,4,4,3,3,1,1,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,15,Female,2,3,2,3,4,4,3,4,2,4,3,3,2,2,3,3,3,3,4,4,5,5,4,5,4,4,2,2,3,4,3,3,3,3,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,14,Female,2,3,2,2,3,3,3,5,1,2,2,4,1,4,1,4,1,4,2,5,1,3,2,3,4,5,1,1,1,2,2,4,2,5,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,14,Male,4,4,4,4,3,3,3,3,2,3,3,4,3,3,4,4,4,4,4,4,3,4,3,3,5,5,3,3,3,3,2,2,1,1,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,15,Female,5,5,3,5,5,5,5,5,3,4,3,4,2,3,2,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,2,4,5,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,14,Male,3,5,4,5,4,5,4,5,3,4,3,4,3,4,4,5,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,2,3,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,17,Male,5,5,4,4,4,4,3,3,2,3,3,4,2,2,2,3,2,3,3,4,2,3,4,4,5,5,3,3,3,3,3,3,3,3,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,17,Male,Missing,Missing,Missing,5,Missing,5,Missing,4,Missing,5,Missing,5,Missing,5,Missing,5,Missing,5,Missing,5,Missing,5,Missing,5,Missing,5,Missing,5,Missing,5,Missing,4,Missing,5,3
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,14,Other,3,3,2,4,3,3,1,3,2,3,2,4,3,3,3,3,Missing,2,2,3,3,2,3,3,3,3,3,3,2,2,1,3,3,4,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,15,Male,5,5,4,5,4,5,4,5,3,4,4,4,3,4,4,5,3,4,5,5,3,5,4,5,5,5,3,4,4,4,3,3,4,4,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,14,Female,4,4,4,5,4,5,3,5,1,2,2,4,2,3,2,4,3,4,4,5,4,5,4,5,5,5,3,4,3,4,3,3,1,2,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,15,Female,4,4,4,5,4,5,3,4,1,2,3,4,2,3,2,4,3,4,4,5,4,5,4,5,5,5,3,4,3,4,3,3,1,2,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,15,Male,5,5,5,5,5,5,4,4,1,1,2,3,1,1,1,3,5,5,5,5,5,5,4,5,3,3,1,2,4,5,2,3,3,4,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,16,Female,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,2,2,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,15,Female,4,5,2,3,3,5,2,4,2,3,3,4,1,4,2,5,2,5,4,5,5,5,3,4,5,5,2,4,3,4,2,2,1,2,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,14,Female,3,3,3,5,4,5,3,4,2,4,3,4,2,5,4,5,4,5,4,5,1,3,3,4,4,4,2,3,3,4,4,4,1,1,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,15,Male,3,3,3,3,5,5,4,3,2,1,4,4,4,4,4,4,4,4,5,5,1,1,5,5,5,5,2,2,4,4,3,3,1,1,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,14,Male,5,5,2,5,4,5,5,5,1,5,2,5,1,5,2,5,3,5,3,5,3,5,5,5,5,5,3,5,1,5,3,5,1,3,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,14,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,15,Male,4,3,3,3,4,3,4,3,3,4,3,3,2,4,3,5,3,3,4,4,2,3,3,5,4,4,4,3,3,5,3,3,2,2,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,14,Male,3,3,4,4,4,4,3,3,3,4,3,3,3,3,2,3,3,3,4,4,2,2,5,5,5,5,3,4,5,5,4,4,4,4,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,14,Male,3,5,4,5,3,5,4,4,5,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,3,3,4,4,5,5,2,2,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,14,Female,4,4,3,3,4,4,2,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,5,5,3,3,3,3,3,3,3,3,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,14,Male,3,5,4,4,4,5,4,4,1,2,4,4,3,4,4,5,3,5,4,4,3,5,2,4,5,5,1,2,2,2,3,3,1,1,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,15,Other,5,4,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,5,4,4,5,5,4,4,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,14,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,14,Female,3,4,2,3,3,4,3,4,2,2,3,4,3,4,3,4,3,4,3,4,3,5,2,3,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,15,Male,5,5,4,5,5,5,5,5,2,1,Missing,Missing,2,3,3,4,5,5,5,5,1,1,5,5,5,5,4,4,5,5,5,5,3,4,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,15,Other,4,4,3,4,3,3,3,2,3,3,3,5,4,5,5,5,5,5,5,5,4,5,3,4,4,5,4,4,3,3,4,5,5,5,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,9,15,Male,3,3,3,3,3,4,2,2,3,3,5,5,3,4,3,3,3,3,5,5,5,5,2,2,5,5,5,5,5,5,2,2,1,1,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,11,14,Female,5,5,5,5,3,4,2,4,1,2,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,2,2,4,4,4,4,1,1,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,12,14,Male,5,4,2,1,3,5,1,5,5,5,5,4,1,4,1,5,4,5,5,5,1,1,1,5,5,5,1,1,5,5,5,5,5,5,5
No,Ontario,Urban,"London, ON",East Elgin Secondary School,10,15,Male,4,5,3,5,5,5,3,5,4,5,3,4,2,3,2,4,3,5,4,5,1,1,4,5,5,5,5,5,3,4,5,5,4,5,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,18,Female,3,5,3,3,3,4,3,5,2,4,4,5,5,5,5,5,5,5,5,5,4,4,2,2,5,5,3,3,Missing,Missing,2,4,3,4,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,15,Female,3,4,4,5,2,4,3,5,2,3,3,4,2,4,3,4,2,3,4,4,1,3,3,1,4,5,3,4,1,3,4,5,3,4,3
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,17,Male,5,5,5,4,3,5,5,3,2,3,5,4,4,3,3,3,2,4,5,1,4,5,5,4,5,5,4,4,4,4,4,5,4,4,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,15,Male,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,2,4,3,5,5,5,5,5,4,5,3,4,5,5,5,5,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,14,Other,Missing,5,Missing,5,Missing,5,Missing,5,Missing,3,Missing,4,Missing,3,Missing,4,Missing,5,Missing,5,Missing,2,Missing,1,Missing,5,Missing,3,Missing,2,Missing,4,Missing,1,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,14,Female,5,5,3,4,3,4,5,5,3,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,4,2,3,3,4,3,4,2,3,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,14,Male,5,5,5,5,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,Missing,4,5,4,4,4,5,4,4,5,Missing,4,4,4,4,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,17,Female,4,4,3,3,5,5,4,4,3,3,4,4,5,5,5,5,5,5,5,5,3,4,4,4,4,4,2,2,3,3,3,3,4,4,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,17,Female,4,4,2,3,3,3,4,4,2,4,2,3,3,3,3,3,3,3,3,3,2,3,3,3,5,5,1,2,2,2,4,5,4,4,3
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,15,Male,4,4,4,4,2,3,2,1,2,2,2,3,2,2,4,4,3,4,3,4,2,2,4,4,5,5,2,2,3,4,3,4,1,1,3
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,14,Male,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,15,Female,5,5,4,4,5,5,3,3,2,2,4,4,4,4,4,4,3,3,5,5,2,2,4,4,5,5,2,2,3,3,2,2,2,2,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,17,Female,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,16,Male,5,5,5,5,5,5,4,5,3,5,5,5,3,5,5,5,5,5,5,5,2,5,5,5,4,5,2,5,5,2,4,5,4,5,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,Missing,Female,5,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,3,3,4,4,3,3,4,4,3,3,3,3,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,Missing,Male,4,4,5,5,5,Missing,2,4,3,3,4,5,4,4,3,4,2,4,3,5,1,5,2,4,3,3,3,3,3,4,3,4,2,2,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,16,Male,5,5,5,5,3,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,4,5,3,4,3,4,3,3,3,3,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,Missing,Male,3,3,3,3,3,3,3,3,3,3,1,2,Missing,Missing,4,3,4,3,3,3,3,3,3,3,2,2,1,1,3,2,1,1,1,1,1
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,14,Female,4,4,5,5,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,4,4,4,1,1,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,15,Male,3,3,3,3,2,4,2,2,4,4,5,5,5,5,5,5,5,5,5,5,1,1,2,2,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,15,Female,4,4,3,3,2,2,1,1,1,1,3,3,4,4,5,5,5,5,5,5,2,2,3,3,5,5,3,3,3,3,1,1,2,2,2
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,16,Female,3,5,3,5,4,4,4,4,1,3,3,4,2,4,1,3,1,3,2,4,2,3,3,4,3,5,1,3,3,4,3,3,2,2,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,16,Male,5,5,3,3,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,3,3,1,1,3
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,16,Male,Missing,Missing,4,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,15,Male,4,4,4,4,3,4,3,3,2,2,4,4,4,4,4,4,3,4,4,4,2,4,4,5,4,4,3,3,4,4,2,2,1,1,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,15,Female,4,4,5,5,4,4,2,3,3,4,4,5,3,4,4,5,5,5,3,4,3,4,4,5,5,5,4,4,4,4,2,2,1,1,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,15,Female,5,5,5,5,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,Missing,5,5,5,Missing,4,1,5,4,3,1,1,1,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,15,Female,4,4,4,4,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,2,2,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,16,Female,5,5,5,5,5,5,5,5,3,4,3,4,3,4,3,4,4,5,4,5,4,5,5,5,5,5,4,4,3,3,3,3,4,4,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,16,Female,4,4,4,4,4,4,3,4,3,3,3,3,3,3,5,5,5,5,5,5,4,4,5,5,5,5,4,4,3,3,3,3,4,4,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,16,Other,4,4,5,5,3,4,2,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,Missing,Missing,5,5,5,5,2,2,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,15,Male,5,4,5,5,4,4,5,5,5,Missing,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,4,4,4,3,3,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,15,Other,3,Missing,3,Missing,2,Missing,3,Missing,2,Missing,3,Missing,2,Missing,3,Missing,5,Missing,5,Missing,3,Missing,3,Missing,3,Missing,4,Missing,4,Missing,4,Missing,2,Missing,2
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,14,Other,5,5,5,5,4,4,2,3,3,4,3,4,2,3,3,4,3,3,5,5,3,5,4,5,4,4,5,5,5,5,4,4,5,5,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,14,Female,3,3,4,4,3,4,4,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,3,3,3,3,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,Missing,Other,5,Missing,4,Missing,4,Missing,3,Missing,3,Missing,4,Missing,4,Missing,4,Missing,4,Missing,4,Missing,4,Missing,4,Missing,3,Missing,4,Missing,4,Missing,4,Missing,4,Missing,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,15,Female,5,4,5,5,4,4,4,3,4,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,5,5,3,5,4,5,4,5,4,5,Missing
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,14,Male,5,2,5,2,4,3,1,1,1,1,5,2,5,3,5,3,5,3,5,4,5,5,4,3,1,1,2,1,5,5,5,1,5,4,1
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,14,Female,3,4,4,4,3,3,4,4,4,4,3,4,3,3,4,3,4,4,5,4,4,5,5,5,4,5,5,4,4,3,5,3,4,4,Missing
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,15,Male,4,4,5,5,3,4,3,5,2,2,3,4,2,2,3,5,2,4,5,5,5,5,5,5,5,5,2,2,3,3,2,2,3,4,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,15,Female,5,3,5,5,4,4,3,4,3,2,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,5,4,3,4,4,3,2,5,4,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,10,15,Male,4,4,4,5,3,4,5,5,3,3,4,5,5,5,5,5,4,5,3,5,3,4,4,4,4,4,3,4,4,4,3,3,3,3,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,14,Male,5,5,3,4,4,4,5,5,1,1,3,4,2,4,2,4,2,3,2,2,2,2,1,3,4,5,2,3,2,2,1,2,1,1,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,14,Male,5,3,5,5,4,4,3,4,2,3,3,4,3,4,3,4,3,4,3,5,3,4,3,4,5,5,4,3,3,3,2,3,3,4,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,14,Female,5,5,5,5,3,5,2,5,3,4,4,5,4,4,4,4,5,5,5,5,3,4,5,5,5,5,1,3,5,5,4,4,4,5,5
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,15,Male,3,4,5,5,2,5,4,5,2,3,3,5,Missing,5,4,5,5,5,5,5,4,5,3,5,4,5,3,4,4,4,3,4,3,4,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,14,Male,5,5,5,5,2,4,2,4,1,1,4,4,4,5,4,5,5,5,5,5,5,5,3,3,2,2,1,1,3,3,1,1,1,1,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,11,15,Male,4,4,4,4,3,2,3,4,3,2,Missing,Missing,2,3,4,4,4,5,4,5,5,5,3,4,4,5,3,3,3,3,2,2,3,2,3
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,9,16,Female,4,5,4,4,3,2,3,4,3,4,2,3,4,5,4,4,4,4,5,5,3,3,3,4,4,5,3,3,4,5,3,3,5,4,4
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,16,Male,5,5,5,5,4,4,3,4,4,4,5,5,5,5,5,5,5,5,Missing,Missing,5,5,3,3,4,4,2,2,2,2,3,3,1,1,5
